date,habit_id,value,notes
2025-12-31,morning_water,1,
2025-12-31,mobility,0,
2025-12-31,knee_prehab,0,
2025-12-31,deep_work,0,
2025-12-31,no_smoke,0,
2025-12-31,steps,0.0,
2025-12-31,protein_g,0.0,
2025-12-31,sleep_hours,0.0,
2025-12-31,knee_pain,0.0,
2025-12-31,strength_session,1.0,
